sep=,
Kor MEASUREMENT DATA FILE EXPORT

"FILE CREATED:  ",1/25/2024 2:49:49 PM

,,,MEAN VALUE:,87.7483,8.7441,6.5303,749.9417,31942.7347,31.7669,1.2843,0.0000,49351.6872,-0.0668,0.0033,-0.4068,6.2700,11.9000,-1.2377,60.6570,-145.8915,88.9289,87.7483,50155.9702,32078.6364,1.8657,31.2603,24.9347,0.0000,0.0000,13.4188,13.3638,19.4821,25.0223
,,,STANDARD DEVIATION:,1.1788,0.1713,0.4786,0.1560,534.2048,0.2126,0.0852,0.0000,266.9360,0.0882,0.0221,0.1314,0.0000,0.0000,0.3677,0.0000,0.0000,1.1961,1.1788,280.1516,173.5139,1.9389,0.5982,0.1495,0.0000,0.0000,9.9481,9.9494,14.5048,0.1739

,,,INSTRUMENT NAME:,
,,,SENSOR SERIAL NUMBER:,23G100693,23G100693,23H103732,23H106348,23H103732,23H103732,23H105119,23H105119,23H103732,23H105951,23H105951,23H105951,23J102724,23J102724,23H105951,23H106348,23H106348,23G100693,23G100693,23H103732,23H103732,23H106348,23H103732,23H103732,23H105951,23H105951,23H102976,23H102976,23H102976,23H103732
01/19/2024,03:55:59 PM,0,NVE,87.3,8.65,6.765,749.8,32191.8,31.82,1.31,0,49396.5,0.04,0.03,-0.35,6.27,11.9,-1.08,60.65704,-145.89148,88.5,87.3,50212.8,32108,3.3,31,24.9,0,0,21.021,21.095,30.753,25.1,0
01/19/2024,03:56:02 PM,0,NVE,87.3,8.65,6.765,749.7,32192.9,31.82,1.42,0,49398.0,0.00,0.02,-0.45,6.27,11.9,-1.35,60.65704,-145.89148,88.5,87.3,50214.4,32109,3.0,31,24.9,0,0,21.381,21.203,30.910,25.1,0
01/19/2024,03:56:05 PM,0,NVE,87.3,8.65,6.766,749.8,32193.5,31.82,1.31,0,49397.1,-0.05,0.01,-0.52,6.27,11.9,-1.56,60.65704,-145.89148,88.5,87.3,50213.5,32108,2.8,31,24.9,0,0,21.781,21.482,31.316,25.1,0
01/19/2024,03:56:06 PM,0,NVE,87.3,8.65,6.766,749.8,32193.5,31.82,1.23,0,49396.6,-0.18,-0.02,-0.33,6.27,11.9,-1.03,60.65704,-145.89148,88.5,87.3,50213.0,32108,2.7,31,24.9,0,0,22.027,21.588,31.472,25.1,0
01/19/2024,03:56:08 PM,0,NVE,87.3,8.65,6.767,749.8,32194.8,31.82,1.31,0,49397.8,0.04,0.03,-0.61,6.27,11.9,-1.79,60.65704,-145.89148,88.5,87.3,50214.3,32109,2.6,31,24.9,0,0,22.459,22.607,32.957,25.1,0
01/19/2024,03:56:09 PM,0,NVE,87.3,8.65,6.767,749.9,32195.1,31.82,1.32,0,49397.8,0.01,0.02,-0.51,6.27,11.9,-1.52,60.65704,-145.89148,88.5,87.3,50214.3,32109,2.2,31,24.9,0,0,22.734,22.846,33.305,25.1,0
01/19/2024,03:56:09 PM,0,NVE,87.3,8.65,6.767,749.9,32194.3,31.82,1.33,0,49396.9,-0.01,0.02,-0.35,6.27,11.9,-1.08,60.65704,-145.89148,88.5,87.3,50213.3,32108,2.2,31,24.9,0,0,22.881,23.043,33.592,25.1,0
01/19/2024,03:56:10 PM,0,NVE,87.3,8.64,6.767,750.1,32193.7,31.82,1.41,0,49395.4,-0.04,0.01,-0.36,6.27,11.9,-1.11,60.65704,-145.89148,88.4,87.3,50211.8,32107,1.9,31,24.9,0,0,23.130,23.209,33.835,25.1,0
01/19/2024,03:56:11 PM,0,NVE,87.3,8.65,6.767,749.8,32192.9,31.82,1.32,0,49394.7,-0.15,-0.02,-0.52,6.27,11.9,-1.56,60.65704,-145.89148,88.5,87.3,50211.1,32107,1.8,31,24.9,0,0,23.227,23.214,33.842,25.1,0
01/19/2024,03:56:13 PM,0,NVE,87.3,8.65,6.766,750.0,32190.4,31.82,1.27,0,49391.4,-0.32,-0.06,-0.53,6.27,11.9,-1.59,60.65704,-145.89148,88.5,87.3,50207.7,32104,2.1,31,24.9,0,0,23.265,23.222,33.854,25.1,0
01/19/2024,03:56:14 PM,0,NVE,87.3,8.65,6.765,749.8,32189.7,31.82,1.36,0,49392.2,-0.20,-0.03,-0.40,6.27,11.9,-1.21,60.65704,-145.89148,88.5,87.3,50208.5,32105,2.0,31,24.9,0,0,23.790,23.445,34.179,25.1,0
01/19/2024,03:56:16 PM,0,NVE,87.3,8.65,6.764,749.9,32187.4,31.82,1.36,0,49390.7,-0.09,0.00,-0.37,6.27,11.9,-1.12,60.65704,-145.89148,88.5,87.3,50206.9,32104,2.0,31,24.9,0,0,24.031,23.565,34.354,25.1,0
01/19/2024,03:56:18 PM,0,NVE,87.3,8.65,6.762,750.2,32192.1,31.82,1.37,0,49400.8,-0.09,0.00,-0.49,6.27,11.9,-1.47,60.65704,-145.89148,88.4,87.3,50217.1,32111,2.6,31,24.9,0,0,24.463,24.592,35.851,25.1,0
01/19/2024,03:56:19 PM,0,NVE,87.3,8.65,6.763,750.1,32200.6,31.83,1.32,0,49412.3,0.07,0.04,-0.45,6.27,11.9,-1.35,60.65704,-145.89148,88.5,87.3,50228.8,32118,2.8,31,25.0,0,0,24.631,24.754,36.087,25.1,0
01/19/2024,03:56:20 PM,0,NVE,87.3,8.65,6.765,750.0,32206.4,31.83,1.24,0,49417.6,0.18,0.07,-0.56,6.27,11.9,-1.66,60.65704,-145.89148,88.5,87.3,50234.3,32121,2.4,31,25.0,0,0,24.967,25.110,36.606,25.1,0
01/19/2024,03:56:21 PM,0,NVE,87.4,8.65,6.768,749.9,32208.5,31.84,1.15,0,49418.2,-0.10,0.00,-0.59,6.27,11.9,-1.76,60.65704,-145.89148,88.5,87.4,50235.0,32122,2.5,31,25.0,0,0,25.092,25.121,36.622,25.1,0
01/19/2024,03:56:24 PM,0,NVE,87.4,8.65,6.772,750.1,32212.7,31.84,1.33,0,49417.8,0.01,0.02,-0.61,6.27,11.9,-1.81,60.65704,-145.89148,88.5,87.4,50234.8,32122,2.1,31,25.0,0,0,25.591,25.400,37.030,25.1,0
01/19/2024,03:56:24 PM,0,NVE,87.4,8.65,6.774,749.9,32213.7,31.83,1.28,0,49416.8,-0.11,-0.01,-0.52,6.27,11.9,-1.55,60.65704,-145.89148,88.5,87.4,50233.8,32121,2.0,31,25.0,0,0,25.704,25.478,37.143,25.1,0
01/19/2024,03:56:26 PM,0,NVE,87.4,8.65,6.775,749.9,32214.3,31.83,1.35,0,49416.4,-0.10,-0.01,-0.50,6.27,11.9,-1.50,60.65704,-145.89148,88.6,87.4,50233.5,32121,2.3,31,25.0,0,0,26.085,25.580,37.292,25.1,0
01/19/2024,03:56:27 PM,0,NVE,87.4,8.66,6.774,749.9,32208.8,31.83,1.22,0,49407.9,-0.03,0.01,-0.35,6.27,11.9,-1.07,60.65704,-145.89148,88.6,87.4,50224.8,32115,1.5,31,25.0,0,0,26.539,26.716,38.948,25.1,0
01/19/2024,03:56:28 PM,0,NVE,87.4,8.66,6.774,750.0,32209.2,31.83,1.19,0,49410.0,-0.03,0.01,-0.35,6.27,11.9,-1.08,60.65704,-145.89148,88.6,87.4,50226.9,32117,1.3,31,25.0,0,0,26.901,27.025,39.399,25.1,0
01/19/2024,03:56:30 PM,0,NVE,87.4,8.66,6.771,749.8,32207.7,31.83,1.36,0,49410.8,-0.17,-0.02,-0.39,6.27,11.9,-1.19,60.65704,-145.89148,88.6,87.4,50227.6,32117,1.3,31,25.0,0,0,27.002,27.022,39.394,25.1,0
01/19/2024,03:56:31 PM,0,NVE,87.5,8.66,6.770,750.1,32208.3,31.83,1.43,0,49413.1,-0.18,-0.03,-0.36,6.27,11.9,-1.10,60.65704,-145.89148,88.6,87.5,50229.9,32119,1.2,31,25.0,0,0,27.295,27.086,39.487,25.1,0
01/19/2024,03:56:33 PM,0,NVE,87.6,8.67,6.768,750.1,32209.3,31.83,1.41,0,49418.5,0.13,0.05,-0.55,6.27,11.9,-1.64,60.65704,-145.89148,88.7,87.6,50235.3,32122,1.1,31,25.0,0,0,27.698,27.397,39.940,25.1,0
01/19/2024,03:56:34 PM,0,NVE,87.6,8.67,6.767,750.0,32208.4,31.83,1.38,0,49418.7,0.00,0.02,-0.47,6.27,11.9,-1.42,60.65703,-145.89148,88.7,87.6,50235.5,32122,0.9,31,25.0,0,0,27.988,27.501,40.092,25.1,0
01/19/2024,03:56:34 PM,0,NVE,87.6,8.68,6.766,749.9,32207.9,31.83,1.20,0,49419.7,-0.19,-0.03,-0.44,6.27,11.9,-1.34,60.65703,-145.89148,88.8,87.6,50236.4,32123,1.1,31,25.0,0,0,28.300,28.351,41.331,25.1,0
01/19/2024,03:56:36 PM,0,NVE,87.6,8.68,6.764,750.0,32209.1,31.84,1.28,0,49422.9,-0.21,-0.03,-0.40,6.27,11.9,-1.21,60.65703,-145.89148,88.8,87.6,50239.6,32125,1.1,31,25.0,0,0,28.441,28.558,41.633,25.2,0
01/19/2024,03:56:37 PM,0,NVE,87.7,8.68,6.764,750.1,32210.2,31.84,1.31,0,49426.0,-0.21,-0.03,-0.56,6.27,11.9,-1.66,60.65703,-145.89148,88.8,87.7,50242.8,32127,0.9,31,25.0,0,0,28.871,28.868,42.086,25.2,0
01/19/2024,03:56:37 PM,0,NVE,87.7,8.69,6.763,749.9,32208.2,31.84,1.06,0,49423.7,-0.08,0.00,-0.58,6.27,11.9,-1.72,60.65703,-145.89148,88.9,87.7,50240.4,32125,0.8,31,25.0,0,0,29.015,28.974,42.240,25.2,0
01/19/2024,03:56:39 PM,0,NVE,87.7,8.69,6.762,749.8,32206.9,31.84,1.15,0,49423.0,-0.08,0.00,-0.40,6.27,11.9,-1.21,60.65703,-145.89148,88.9,87.7,50239.7,32125,0.5,31,25.0,0,0,29.232,29.038,42.333,25.2,0
01/19/2024,03:56:40 PM,0,NVE,87.8,8.70,6.762,749.9,32207.4,31.84,1.18,0,49424.3,-0.07,0.00,-0.37,6.27,11.9,-1.14,60.65703,-145.89146,89.0,87.8,50241.0,32126,0.4,31,25.0,0,0,29.484,29.194,42.561,25.2,0
01/19/2024,03:56:40 PM,0,NVE,87.8,8.70,6.761,749.8,32207.9,31.84,1.28,0,49425.6,0.00,0.02,-0.35,6.27,11.9,-1.08,60.65703,-145.89146,89.0,87.8,50242.3,32127,0.1,31,25.0,0,0,29.547,29.239,42.626,25.2,0
01/19/2024,03:56:41 PM,0,NVE,87.8,8.70,6.761,750.3,32207.5,31.84,1.26,0,49425.5,0.01,0.02,-0.35,6.27,11.9,-1.07,60.65703,-145.89146,88.9,87.8,50242.2,32127,0.9,31,25.0,0,0,29.782,29.341,42.775,25.2,0
01/19/2024,03:56:45 PM,0,NVE,87.8,8.70,6.760,750.1,32206.8,31.84,1.01,0,49426.4,-0.15,-0.02,-0.48,6.27,11.9,-1.45,60.65703,-145.89146,89.0,87.8,50243.0,32127,0.7,31,25.0,0,0,30.190,30.185,44.005,25.2,0
01/19/2024,03:56:46 PM,0,NVE,87.9,8.70,6.760,749.8,32205.5,31.84,1.06,0,49424.7,-0.21,-0.03,-0.62,6.27,11.9,-1.84,60.65702,-145.89146,89.1,87.9,50241.3,32126,0.6,31,25.0,0,0,30.186,30.184,44.005,25.2,0
01/19/2024,03:56:46 PM,0,NVE,87.9,8.71,6.759,749.9,32205.9,31.84,1.19,0,49425.9,-0.09,0.00,-0.52,6.27,11.9,-1.56,60.65703,-145.89146,89.1,87.9,50242.5,32127,0.9,31,25.0,0,0,30.179,30.187,44.008,25.2,0
01/19/2024,03:56:47 PM,0,NVE,87.9,8.71,6.759,750.3,32206.7,31.84,1.31,0,49427.9,-0.12,-0.01,-0.57,6.27,11.9,-1.70,60.65703,-145.89146,89.0,87.9,50244.5,32128,0.9,31,25.0,0,0,30.192,30.190,44.013,25.2,0
01/19/2024,03:56:50 PM,0,NVE,87.9,8.71,6.758,750.1,32205.5,31.84,1.21,0,49427.0,0.05,0.03,-0.43,6.27,11.9,-1.29,60.65703,-145.89148,89.1,87.9,50243.5,32128,0.6,31,25.0,0,0,30.200,30.194,44.020,25.2,0
01/19/2024,03:56:52 PM,0,NVE,88.0,8.71,6.758,750.0,32205.2,31.84,1.18,0,49427.0,-0.21,-0.03,-0.46,6.27,11.9,-1.39,60.65703,-145.89148,89.1,88.0,50243.5,32128,0.9,31,25.0,0,0,30.214,30.196,44.022,25.2,0
01/19/2024,03:56:54 PM,0,NVE,88.0,8.72,6.757,749.9,32206.1,31.84,1.10,0,49428.9,-0.07,0.00,-0.54,6.27,11.9,-1.62,60.65703,-145.89148,89.2,88.0,50245.5,32129,1.0,31,25.0,0,0,30.175,30.192,44.016,25.2,0
01/19/2024,03:56:57 PM,0,NVE,88.0,8.72,6.756,749.8,32200.9,31.84,1.21,0,49422.7,-0.10,0.00,-0.52,6.27,11.9,-1.55,60.65703,-145.89148,89.2,88.0,50239.1,32125,0.6,31,25.0,0,0,29.255,29.229,42.612,25.2,0
01/19/2024,03:56:57 PM,0,NVE,88.0,8.72,6.756,749.9,32204.2,31.84,1.13,0,49428.4,-0.08,0.00,-0.47,6.27,11.9,-1.41,60.65702,-145.89150,89.2,88.0,50244.9,32128,0.1,31,25.0,0,0,29.221,29.170,42.527,25.2,0
01/19/2024,03:56:59 PM,0,NVE,88.0,8.72,6.756,750.0,32203.4,31.84,1.06,0,49427.4,-0.05,0.01,-0.51,6.27,11.9,-1.52,60.65702,-145.89151,89.2,88.0,50243.9,32128,0.0,31,25.0,0,0,28.972,29.044,42.342,25.2,0
01/19/2024,03:57:02 PM,0,NVE,88.1,8.72,6.756,749.7,32206.8,31.84,1.31,0,49431.9,-0.06,0.01,-0.43,6.27,11.9,-1.30,60.65702,-145.89150,89.3,88.1,50248.5,32131,1.1,31,25.0,0,0,28.429,28.490,41.534,25.2,0
01/19/2024,03:57:03 PM,0,NVE,88.1,8.72,6.757,749.9,32206.9,31.84,1.34,0,49430.9,-0.11,-0.01,-0.41,6.27,11.9,-1.26,60.65703,-145.89150,89.2,88.1,50247.5,32130,1.3,31,25.0,0,0,28.415,28.461,41.492,25.2,0
01/19/2024,03:57:03 PM,0,NVE,88.1,8.72,6.758,749.8,32208.2,31.84,1.25,0,49431.2,-0.15,-0.02,-0.49,6.27,11.9,-1.48,60.65702,-145.89150,89.3,88.1,50247.8,32130,1.0,31,25.0,0,0,28.436,28.456,41.486,25.2,0
01/19/2024,03:57:04 PM,0,NVE,88.1,8.72,6.759,749.8,32207.8,31.84,1.24,0,49429.7,-0.15,-0.02,-0.53,6.27,11.9,-1.59,60.65702,-145.89150,89.3,88.1,50246.3,32129,0.6,31,25.0,0,0,28.433,28.452,41.480,25.2,0
01/19/2024,03:57:08 PM,0,NVE,88.1,8.73,6.759,749.8,32207.2,31.84,1.26,0,49427.4,-0.13,-0.01,-0.52,6.27,11.9,-1.56,60.65703,-145.89151,89.3,88.1,50244.0,32128,0.7,31,25.0,0,0,28.433,28.443,41.467,25.2,0
01/19/2024,03:57:09 PM,0,NVE,88.1,8.72,6.759,749.8,32206.7,31.84,1.22,0,49427.2,-0.10,0.00,-0.40,6.27,11.9,-1.22,60.65703,-145.89151,89.3,88.1,50243.8,32128,0.9,31,25.0,0,0,28.376,28.436,41.456,25.2,0
01/19/2024,03:57:10 PM,0,NVE,88.1,8.73,6.759,749.9,32208.2,31.84,1.25,0,49429.3,-0.11,-0.01,-0.38,6.27,11.9,-1.17,60.65703,-145.89151,89.3,88.1,50246.0,32129,1.1,31,25.0,0,0,28.368,28.430,41.447,25.2,0
01/19/2024,03:57:13 PM,0,NVE,88.1,8.73,6.758,750.2,32204.5,31.84,1.31,0,49425.0,-0.17,-0.02,-0.59,6.27,11.9,-1.76,60.65702,-145.89153,89.2,88.1,50241.6,32126,1.0,31,25.0,0,0,27.661,27.653,40.314,25.1,0
01/19/2024,03:57:15 PM,0,NVE,88.1,8.73,6.758,749.6,32205.0,31.84,1.33,0,49425.7,-0.20,-0.03,-0.52,6.27,11.9,-1.55,60.65703,-145.89153,89.3,88.1,50242.2,32127,1.3,31,25.0,0,0,26.998,27.020,39.391,25.1,0
01/19/2024,03:57:16 PM,0,NVE,88.1,8.73,6.758,750.0,32207.2,31.84,1.26,0,49429.7,-0.24,-0.04,-0.54,6.27,11.9,-1.60,60.65703,-145.89153,89.3,88.1,50246.3,32129,0.9,31,25.0,0,0,26.993,27.001,39.364,25.1,0
01/19/2024,03:57:22 PM,0,NVE,88.1,8.73,6.761,750.0,32207.3,31.84,1.22,0,49425.0,0.08,0.04,-0.53,6.27,11.9,-1.58,60.65703,-145.89154,89.3,88.1,50241.7,32126,1.9,31,25.0,0,0,26.076,26.606,38.787,25.1,0
01/19/2024,03:57:24 PM,0,NVE,88.1,8.73,6.764,749.7,32210.3,31.84,1.23,0,49425.2,0.01,0.02,-0.47,6.27,11.9,-1.40,60.65704,-145.89153,89.3,88.1,50241.9,32126,3.5,31,25.0,0,0,25.823,25.800,37.612,25.1,0
01/19/2024,03:57:26 PM,0,NVE,88.1,8.73,6.765,749.9,32209.4,31.84,1.18,0,49422.4,0.03,0.03,-0.43,6.27,11.9,-1.30,60.65704,-145.89153,89.3,88.1,50239.1,32125,3.6,31,25.0,0,0,25.723,25.753,37.544,25.1,0
01/19/2024,03:57:27 PM,0,NVE,88.1,8.73,6.767,749.9,32208.4,31.84,1.19,0,49419.2,0.08,0.04,-0.47,6.27,11.9,-1.41,60.65704,-145.89153,89.3,88.1,50236.0,32123,2.8,31,25.0,0,0,25.322,25.545,37.240,25.1,0
01/19/2024,03:57:28 PM,0,NVE,88.1,8.72,6.768,749.8,32211.3,31.84,1.18,0,49421.9,-0.12,-0.01,-0.40,6.27,11.9,-1.23,60.65704,-145.89153,89.3,88.1,50238.7,32124,2.5,31,25.0,0,0,25.074,25.254,36.817,25.1,0
01/19/2024,03:57:30 PM,0,NVE,88.0,8.72,6.772,750.0,32212.0,31.84,1.16,0,49417.2,-0.21,-0.03,-0.38,6.27,11.9,-1.17,60.65704,-145.89153,89.2,88.0,50234.2,32121,1.6,31,25.0,0,0,24.568,25.036,36.499,25.1,0
01/19/2024,03:57:30 PM,0,NVE,88.0,8.71,6.773,749.9,32210.7,31.83,1.24,0,49413.9,-0.16,-0.02,-0.57,6.27,11.9,-1.68,60.65704,-145.89151,89.2,88.0,50230.8,32119,2.3,31,25.0,0,0,24.359,24.312,35.443,25.1,0
01/19/2024,03:57:33 PM,0,NVE,87.9,8.71,6.776,749.8,32210.1,31.83,1.31,0,49408.3,0.00,0.02,-0.54,6.27,11.9,-1.62,60.65704,-145.89151,89.1,87.9,50225.3,32115,2.6,31,25.0,0,0,24.166,24.328,35.467,25.1,0
01/19/2024,03:57:35 PM,0,NVE,87.9,8.70,6.776,750.0,32200.3,31.82,1.27,0,49392.9,-0.01,0.02,-0.57,6.27,11.9,-1.68,60.65704,-145.89151,89.0,87.9,50209.6,32105,2.9,31,24.9,0,0,23.647,24.013,35.008,25.1,0
01/19/2024,03:57:35 PM,0,NVE,87.8,8.70,6.776,749.8,32191.0,31.81,1.30,0,49379.4,0.01,0.02,-0.47,6.27,11.9,-1.41,60.65704,-145.89151,89.0,87.8,50195.8,32097,2.6,31,24.9,0,0,23.437,23.708,34.561,25.1,0
01/19/2024,03:57:37 PM,0,NVE,87.8,8.70,6.773,749.9,32192.0,31.81,1.29,0,49384.2,-0.05,0.01,-0.56,6.27,11.9,-1.67,60.65704,-145.89151,89.0,87.8,50200.7,32100,2.5,31,24.9,0,0,23.031,22.788,33.220,25.1,0
01/19/2024,03:57:38 PM,0,NVE,87.8,8.69,6.771,749.7,32193.2,31.82,1.29,0,49389.5,-0.01,0.02,-0.52,6.27,11.9,-1.55,60.65704,-145.89151,89.0,87.8,50205.9,32103,2.1,31,24.9,0,0,22.756,22.646,33.014,25.1,0
01/19/2024,03:57:39 PM,0,NVE,87.7,8.69,6.769,749.5,32192.4,31.82,1.26,0,49390.2,-0.04,0.01,-0.45,6.27,11.9,-1.36,60.65703,-145.89151,89.0,87.7,50206.6,32104,2.4,31,24.9,0,0,22.668,22.632,32.993,25.1,0
01/19/2024,03:57:40 PM,0,NVE,87.7,8.69,6.769,749.9,32191.2,31.82,1.22,0,49388.7,-0.05,0.01,-0.49,6.27,11.9,-1.46,60.65703,-145.89151,88.9,87.7,50205.1,32103,1.8,31,24.9,0,0,22.241,22.123,32.251,25.1,0
01/19/2024,03:57:40 PM,0,NVE,87.7,8.68,6.769,749.8,32189.1,31.81,1.31,0,49385.6,0.02,0.03,-0.53,6.27,11.9,-1.58,60.65704,-145.89151,88.9,87.7,50202.0,32101,2.5,31,24.9,0,0,21.945,22.009,32.085,25.1,0
01/19/2024,03:57:41 PM,0,NVE,87.6,8.68,6.769,749.9,32190.7,31.82,1.32,0,49387.9,-0.03,0.01,-0.50,6.27,11.9,-1.49,60.65704,-145.89151,88.8,87.6,50204.3,32102,2.6,31,24.9,0,0,21.870,21.905,31.933,25.1,0
01/19/2024,03:57:42 PM,0,NVE,87.6,8.68,6.769,750.0,32192.8,31.82,1.28,0,49391.2,-0.10,0.00,-0.44,6.27,11.9,-1.33,60.65704,-145.89150,88.8,87.6,50207.6,32104,3.0,31,24.9,0,0,21.508,21.812,31.799,25.1,0
01/19/2024,03:57:45 PM,0,NVE,87.6,8.67,6.769,750.0,32191.2,31.82,1.22,0,49388.6,-0.08,0.00,-0.43,6.27,11.9,-1.31,60.65704,-145.89151,88.7,87.6,50205.0,32103,0.5,31,24.9,0,0,20.998,20.851,30.397,25.1,0
01/19/2024,03:57:45 PM,0,NVE,87.5,8.67,6.769,749.6,32189.5,31.81,1.18,0,49386.2,-0.04,0.01,-0.49,6.27,11.9,-1.47,60.65704,-145.89151,88.7,87.5,50202.5,32101,0.4,31,24.9,0,0,20.547,20.284,29.571,25.1,0
01/19/2024,03:57:46 PM,0,NVE,87.5,8.67,6.769,749.5,32188.8,31.81,1.25,0,49385.3,-0.06,0.00,-0.42,6.27,11.9,-1.29,60.65703,-145.89151,88.7,87.5,50201.6,32100,1.1,31,24.9,0,0,20.262,20.194,29.439,25.1,0
01/19/2024,03:57:48 PM,0,NVE,87.5,8.66,6.769,749.8,32188.0,31.81,1.32,0,49384.7,0.02,0.03,-0.42,6.27,11.9,-1.28,60.65703,-145.89151,88.7,87.5,50201.0,32100,1.6,31,24.9,0,0,20.193,20.194,29.440,25.1,0
01/19/2024,03:57:48 PM,0,NVE,87.4,8.66,6.768,750.0,32187.7,31.81,1.30,0,49384.7,0.19,0.07,-0.50,6.27,11.9,-1.51,60.65704,-145.89151,88.6,87.4,50201.0,32100,1.8,31,24.9,0,0,20.197,20.194,29.439,25.1,0
01/19/2024,03:57:50 PM,0,NVE,87.4,8.66,6.768,750.0,32188.2,31.81,1.38,0,49385.6,0.10,0.05,-0.58,6.27,11.9,-1.72,60.65704,-145.89151,88.6,87.4,50201.9,32101,1.8,31,24.9,0,0,19.845,20.152,29.377,25.1,0
01/19/2024,03:57:51 PM,0,NVE,87.4,8.66,6.768,750.0,32190.3,31.82,1.43,0,49389.4,-0.18,-0.03,-0.59,6.27,11.9,-1.75,60.65703,-145.89151,88.6,87.4,50205.7,32103,1.9,31,24.9,0,0,19.330,19.144,27.908,25.1,0
01/19/2024,03:57:53 PM,0,NVE,87.4,8.65,6.768,749.7,32191.8,31.82,1.37,0,49391.6,0.06,0.04,-0.44,6.27,11.9,-1.34,60.65704,-145.89150,88.6,87.4,50207.9,32105,1.4,31,24.9,0,0,18.777,18.486,26.949,25.1,0
01/19/2024,03:57:54 PM,0,NVE,87.4,8.65,6.769,750.1,32192.6,31.82,1.36,0,49391.5,-0.07,0.00,-0.65,6.27,11.9,-1.91,60.65703,-145.89150,88.5,87.4,50207.9,32104,1.4,31,24.9,0,0,18.299,18.286,26.658,25.1,0
01/19/2024,03:57:54 PM,0,NVE,87.3,8.65,6.770,750.0,32191.6,31.82,1.32,0,49388.0,-0.11,-0.01,-0.53,6.27,11.9,-1.59,60.65703,-145.89150,88.5,87.3,50204.4,32102,1.3,31,24.9,0,0,18.158,18.172,26.492,25.1,0
01/19/2024,03:57:56 PM,0,NVE,87.3,8.65,6.771,750.1,32188.4,31.81,1.34,0,49382.2,-0.09,0.00,-0.41,6.27,11.9,-1.24,60.65704,-145.89150,88.5,87.3,50198.5,32098,1.2,31,24.9,0,0,17.681,18.055,26.321,25.1,0
01/19/2024,03:57:57 PM,0,NVE,87.3,8.64,6.771,750.1,32182.7,31.81,1.34,0,49373.3,-0.12,-0.01,-0.46,6.27,11.9,-1.40,60.65704,-145.89148,88.4,87.3,50189.5,32093,2.0,31,24.9,0,0,17.310,17.171,25.032,25.1,0
01/19/2024,03:57:57 PM,0,NVE,87.2,8.64,6.770,749.9,32180.6,31.81,1.35,0,49371.8,-0.21,-0.03,-0.39,6.27,11.9,-1.20,60.65704,-145.89148,88.4,87.2,50187.9,32092,2.4,31,24.9,0,0,17.072,16.968,24.736,25.0,0
01/19/2024,03:57:59 PM,0,NVE,87.3,8.64,6.768,750.1,32180.6,31.81,1.23,0,49374.5,-0.08,0.00,-0.45,6.27,11.9,-1.36,60.65704,-145.89150,88.4,87.3,50190.6,32093,2.6,31,24.9,0,0,16.747,16.494,24.044,25.0,0
01/19/2024,03:57:59 PM,0,NVE,87.2,8.64,6.766,750.1,32182.6,31.81,1.22,0,49379.8,0.03,0.03,-0.53,6.27,11.9,-1.59,60.65704,-145.89150,88.4,87.2,50195.9,32097,2.8,31,24.9,0,0,16.155,16.092,23.459,25.0,0
01/19/2024,03:58:02 PM,0,NVE,87.2,8.64,6.766,749.8,32186.6,31.82,1.24,0,49386.0,-0.03,0.01,-0.38,6.27,11.9,-1.17,60.65704,-145.89150,88.4,87.2,50202.2,32101,1.1,31,24.9,0,0,15.654,15.926,23.217,25.1,0
01/19/2024,03:58:05 PM,0,NVE,87.2,8.64,6.769,750.0,32189.1,31.82,1.28,0,49385.7,-0.07,0.00,-0.31,6.27,11.9,-0.96,60.65703,-145.89148,88.4,87.2,50202.0,32101,1.9,31,24.9,0,0,14.686,14.415,21.014,25.0,0
01/19/2024,03:58:06 PM,0,NVE,87.2,8.64,6.770,750.2,32195.0,31.82,1.36,0,49393.7,-0.09,0.00,-0.46,6.27,11.9,-1.40,60.65703,-145.89148,88.3,87.2,50210.1,32106,1.1,31,24.9,0,0,14.115,14.148,20.624,25.0,0
01/19/2024,03:58:07 PM,0,NVE,87.2,8.64,6.772,749.8,32202.7,31.83,1.27,0,49402.3,-0.03,0.01,-0.64,6.27,11.9,-1.90,60.65703,-145.89148,88.4,87.2,50219.0,32111,1.3,31,25.0,0,0,13.922,13.961,20.352,25.0,0
01/19/2024,03:58:08 PM,0,NVE,87.2,8.64,6.775,749.9,32206.8,31.83,1.18,0,49403.9,-0.24,-0.04,-0.66,6.27,11.9,-1.94,60.65703,-145.89148,88.4,87.2,50220.8,32113,1.7,31,25.0,0,0,13.665,13.876,20.228,25.0,0
01/19/2024,03:58:09 PM,0,NVE,87.2,8.63,6.779,750.1,32209.2,31.83,1.32,0,49403.0,-0.33,-0.06,-0.52,6.27,11.9,-1.56,60.65703,-145.89146,88.3,87.2,50219.9,32112,2.0,31,25.0,0,0,13.078,12.905,18.814,25.0,0
01/19/2024,03:58:09 PM,0,NVE,87.2,8.63,6.783,749.8,32211.3,31.83,1.34,0,49400.0,-0.15,-0.02,-0.42,6.27,11.9,-1.27,60.65704,-145.89146,88.4,87.2,50217.0,32110,2.3,31,25.0,0,0,12.912,12.856,18.742,25.0,0
01/19/2024,03:58:13 PM,0,NVE,87.2,8.63,6.790,749.9,32210.7,31.82,1.35,0,49389.2,0.00,0.02,-0.50,6.27,11.9,-1.51,60.65704,-145.89146,88.3,87.2,50206.4,32103,1.1,31,24.9,0,0,11.747,11.806,17.211,25.0,0
