Date (MM/DD/YYYY),Time (hh:mm:ss tt),Time (Fract. Sec),Site Name,DO ( % Sat ),DO ( mg/L ),Temp ( °C ),Barometer ( mmHg ),Cond ( µS/cm ),Sal ( psu ),Turbidity ( FNU ),TSS ( mg/L ),Sp Cond ( µS/cm ),Chlorophyll ( µg/L ),Chlorophyll ( RFU ),Phycoerythrin ( RFU ),Battery Power ( voltage ),Cable Power ( voltage ),Phycoerythrin ( µg/L ),GPS Latitude ( ° ),GPS Longitude ( ° ),DO ( % LocalB ),DO ( % CB ),nLFCond ( µS/cm ),TDS ( mg/L ),Altitude ( m ),Resistivity ( ohms-cm ),Water Density ( Sigma-T ),Chlorophyll ( cells/mL ),Phycoerythrin ( cells/mL ),Vertical Position ( m ),Depth ( m ),Absolute Pressure ( psi a ),Water Density ( Sigma ),Fault Code
1/19/2024,3:56:46 PM,0,SBO1,87.9,8.71,6.759,749.9,32205.9,31.84,1.19,0,49425.9,-0.09,0,-0.52,6.27,11.9,-1.56,60.65703,-145.89146,89.1,87.9,50242.5,32127,0.9,31,25,0,0,30.179,30.187,44.008,25.2,0
1/19/2024,3:56:47 PM,0,SBO1,87.9,8.71,6.759,750.3,32206.7,31.84,1.31,0,49427.9,-0.12,-0.01,-0.57,6.27,11.9,-1.7,60.65703,-145.89146,89,87.9,50244.5,32128,0.9,31,25,0,0,30.192,30.19,44.013,25.2,0
1/19/2024,3:56:50 PM,0,SBO1,87.9,8.71,6.758,750.1,32205.5,31.84,1.21,0,49427,0.05,0.03,-0.43,6.27,11.9,-1.29,60.65703,-145.89148,89.1,87.9,50243.5,32128,0.6,31,25,0,0,30.2,30.194,44.02,25.2,0
1/19/2024,3:56:52 PM,0,SBO1,88,8.71,6.758,750,32205.2,31.84,1.18,0,49427,-0.21,-0.03,-0.46,6.27,11.9,-1.39,60.65703,-145.89148,89.1,88,50243.5,32128,0.9,31,25,0,0,30.214,30.196,44.022,25.2,0
1/19/2024,3:56:54 PM,0,SBO1,88,8.72,6.757,749.9,32206.1,31.84,1.1,0,49428.9,-0.07,0,-0.54,6.27,11.9,-1.62,60.65703,-145.89148,89.2,88,50245.5,32129,1,31,25,0,0,30.175,30.192,44.016,25.2,0
1/19/2024,3:56:57 PM,0,SBO1,88,8.72,6.756,749.8,32200.9,31.84,1.21,0,49422.7,-0.1,0,-0.52,6.27,11.9,-1.55,60.65703,-145.89148,89.2,88,50239.1,32125,0.6,31,25,0,0,29.255,29.229,42.612,25.2,0
1/19/2024,3:56:57 PM,0,SBO1,88,8.72,6.756,749.9,32204.2,31.84,1.13,0,49428.4,-0.08,0,-0.47,6.27,11.9,-1.41,60.65702,-145.8915,89.2,88,50244.9,32128,0.1,31,25,0,0,29.221,29.17,42.527,25.2,0
1/19/2024,3:56:59 PM,0,SBO1,88,8.72,6.756,750,32203.4,31.84,1.06,0,49427.4,-0.05,0.01,-0.51,6.27,11.9,-1.52,60.65702,-145.89151,89.2,88,50243.9,32128,0,31,25,0,0,28.972,29.044,42.342,25.2,0
1/19/2024,3:57:02 PM,0,SBO1,88.1,8.72,6.756,749.7,32206.8,31.84,1.31,0,49431.9,-0.06,0.01,-0.43,6.27,11.9,-1.3,60.65702,-145.8915,89.3,88.1,50248.5,32131,1.1,31,25,0,0,28.429,28.49,41.534,25.2,0
1/19/2024,3:57:03 PM,0,SBO1,88.1,8.72,6.757,749.9,32206.9,31.84,1.34,0,49430.9,-0.11,-0.01,-0.41,6.27,11.9,-1.26,60.65703,-145.8915,89.2,88.1,50247.5,32130,1.3,31,25,0,0,28.415,28.461,41.492,25.2,0
1/19/2024,3:57:03 PM,0,SBO1,88.1,8.72,6.758,749.8,32208.2,31.84,1.25,0,49431.2,-0.15,-0.02,-0.49,6.27,11.9,-1.48,60.65702,-145.8915,89.3,88.1,50247.8,32130,1,31,25,0,0,28.436,28.456,41.486,25.2,0
1/19/2024,3:57:04 PM,0,SBO1,88.1,8.72,6.759,749.8,32207.8,31.84,1.24,0,49429.7,-0.15,-0.02,-0.53,6.27,11.9,-1.59,60.65702,-145.8915,89.3,88.1,50246.3,32129,0.6,31,25,0,0,28.433,28.452,41.48,25.2,0
1/19/2024,3:57:08 PM,0,SBO1,88.1,8.73,6.759,749.8,32207.2,31.84,1.26,0,49427.4,-0.13,-0.01,-0.52,6.27,11.9,-1.56,60.65703,-145.89151,89.3,88.1,50244,32128,0.7,31,25,0,0,28.433,28.443,41.467,25.2,0
1/19/2024,3:57:09 PM,0,SBO1,88.1,8.72,6.759,749.8,32206.7,31.84,1.22,0,49427.2,-0.1,0,-0.4,6.27,11.9,-1.22,60.65703,-145.89151,89.3,88.1,50243.8,32128,0.9,31,25,0,0,28.376,28.436,41.456,25.2,0
1/19/2024,3:57:10 PM,0,SBO1,88.1,8.73,6.759,749.9,32208.2,31.84,1.25,0,49429.3,-0.11,-0.01,-0.38,6.27,11.9,-1.17,60.65703,-145.89151,89.3,88.1,50246,32129,1.1,31,25,0,0,28.368,28.43,41.447,25.2,0
1/19/2024,3:57:13 PM,0,SBO1,88.1,8.73,6.758,750.2,32204.5,31.84,1.31,0,49425,-0.17,-0.02,-0.59,6.27,11.9,-1.76,60.65702,-145.89153,89.2,88.1,50241.6,32126,1,31,25,0,0,27.661,27.653,40.314,25.1,0
1/19/2024,3:57:15 PM,0,SBO1,88.1,8.73,6.758,749.6,32205,31.84,1.33,0,49425.7,-0.2,-0.03,-0.52,6.27,11.9,-1.55,60.65703,-145.89153,89.3,88.1,50242.2,32127,1.3,31,25,0,0,26.998,27.02,39.391,25.1,0
1/19/2024,3:57:16 PM,0,SBO1,88.1,8.73,6.758,750,32207.2,31.84,1.26,0,49429.7,-0.24,-0.04,-0.54,6.27,11.9,-1.6,60.65703,-145.89153,89.3,88.1,50246.3,32129,0.9,31,25,0,0,26.993,27.001,39.364,25.1,0
1/19/2024,3:57:22 PM,0,SBO1,88.1,8.73,6.761,750,32207.3,31.84,1.22,0,49425,0.08,0.04,-0.53,6.27,11.9,-1.58,60.65703,-145.89154,89.3,88.1,50241.7,32126,1.9,31,25,0,0,26.076,26.606,38.787,25.1,0
1/19/2024,3:57:24 PM,0,SBO1,88.1,8.73,6.764,749.7,32210.3,31.84,1.23,0,49425.2,0.01,0.02,-0.47,6.27,11.9,-1.4,60.65704,-145.89153,89.3,88.1,50241.9,32126,3.5,31,25,0,0,25.823,25.8,37.612,25.1,0
1/19/2024,3:57:26 PM,0,SBO1,88.1,8.73,6.765,749.9,32209.4,31.84,1.18,0,49422.4,0.03,0.03,-0.43,6.27,11.9,-1.3,60.65704,-145.89153,89.3,88.1,50239.1,32125,3.6,31,25,0,0,25.723,25.753,37.544,25.1,0
1/19/2024,3:57:27 PM,0,SBO1,88.1,8.73,6.767,749.9,32208.4,31.84,1.19,0,49419.2,0.08,0.04,-0.47,6.27,11.9,-1.41,60.65704,-145.89153,89.3,88.1,50236,32123,2.8,31,25,0,0,25.322,25.545,37.24,25.1,0
1/19/2024,3:57:28 PM,0,SBO1,88.1,8.72,6.768,749.8,32211.3,31.84,1.18,0,49421.9,-0.12,-0.01,-0.4,6.27,11.9,-1.23,60.65704,-145.89153,89.3,88.1,50238.7,32124,2.5,31,25,0,0,25.074,25.254,36.817,25.1,0
1/19/2024,3:57:30 PM,0,SBO1,88,8.72,6.772,750,32212,31.84,1.16,0,49417.2,-0.21,-0.03,-0.38,6.27,11.9,-1.17,60.65704,-145.89153,89.2,88,50234.2,32121,1.6,31,25,0,0,24.568,25.036,36.499,25.1,0
1/19/2024,3:57:30 PM,0,SBO1,88,8.71,6.773,749.9,32210.7,31.83,1.24,0,49413.9,-0.16,-0.02,-0.57,6.27,11.9,-1.68,60.65704,-145.89151,89.2,88,50230.8,32119,2.3,31,25,0,0,24.359,24.312,35.443,25.1,0
1/19/2024,3:57:33 PM,0,SBO1,87.9,8.71,6.776,749.8,32210.1,31.83,1.31,0,49408.3,0,0.02,-0.54,6.27,11.9,-1.62,60.65704,-145.89151,89.1,87.9,50225.3,32115,2.6,31,25,0,0,24.166,24.328,35.467,25.1,0
1/19/2024,3:57:35 PM,0,SBO1,87.9,8.7,6.776,750,32200.3,31.82,1.27,0,49392.9,-0.01,0.02,-0.57,6.27,11.9,-1.68,60.65704,-145.89151,89,87.9,50209.6,32105,2.9,31,24.9,0,0,23.647,24.013,35.008,25.1,0
1/19/2024,3:57:35 PM,0,SBO1,87.8,8.7,6.776,749.8,32191,31.81,1.3,0,49379.4,0.01,0.02,-0.47,6.27,11.9,-1.41,60.65704,-145.89151,89,87.8,50195.8,32097,2.6,31,24.9,0,0,23.437,23.708,34.561,25.1,0
1/19/2024,3:57:37 PM,0,SBO1,87.8,8.7,6.773,749.9,32192,31.81,1.29,0,49384.2,-0.05,0.01,-0.56,6.27,11.9,-1.67,60.65704,-145.89151,89,87.8,50200.7,32100,2.5,31,24.9,0,0,23.031,22.788,33.22,25.1,0
1/19/2024,3:57:38 PM,0,SBO1,87.8,8.69,6.771,749.7,32193.2,31.82,1.29,0,49389.5,-0.01,0.02,-0.52,6.27,11.9,-1.55,60.65704,-145.89151,89,87.8,50205.9,32103,2.1,31,24.9,0,0,22.756,22.646,33.014,25.1,0
1/19/2024,3:57:39 PM,0,SBO1,87.7,8.69,6.769,749.5,32192.4,31.82,1.26,0,49390.2,-0.04,0.01,-0.45,6.27,11.9,-1.36,60.65703,-145.89151,89,87.7,50206.6,32104,2.4,31,24.9,0,0,22.668,22.632,32.993,25.1,0
1/19/2024,3:57:40 PM,0,SBO1,87.7,8.69,6.769,749.9,32191.2,31.82,1.22,0,49388.7,-0.05,0.01,-0.49,6.27,11.9,-1.46,60.65703,-145.89151,88.9,87.7,50205.1,32103,1.8,31,24.9,0,0,22.241,22.123,32.251,25.1,0
1/19/2024,3:57:40 PM,0,SBO1,87.7,8.68,6.769,749.8,32189.1,31.81,1.31,0,49385.6,0.02,0.03,-0.53,6.27,11.9,-1.58,60.65704,-145.89151,88.9,87.7,50202,32101,2.5,31,24.9,0,0,21.945,22.009,32.085,25.1,0
1/19/2024,3:57:41 PM,0,SBO1,87.6,8.68,6.769,749.9,32190.7,31.82,1.32,0,49387.9,-0.03,0.01,-0.5,6.27,11.9,-1.49,60.65704,-145.89151,88.8,87.6,50204.3,32102,2.6,31,24.9,0,0,21.87,21.905,31.933,25.1,0
1/19/2024,3:57:42 PM,0,SBO1,87.6,8.68,6.769,750,32192.8,31.82,1.28,0,49391.2,-0.1,0,-0.44,6.27,11.9,-1.33,60.65704,-145.8915,88.8,87.6,50207.6,32104,3,31,24.9,0,0,21.508,21.812,31.799,25.1,0
1/19/2024,3:57:45 PM,0,SBO1,87.6,8.67,6.769,750,32191.2,31.82,1.22,0,49388.6,-0.08,0,-0.43,6.27,11.9,-1.31,60.65704,-145.89151,88.7,87.6,50205,32103,0.5,31,24.9,0,0,20.998,20.851,30.397,25.1,0
1/19/2024,3:57:45 PM,0,SBO1,87.5,8.67,6.769,749.6,32189.5,31.81,1.18,0,49386.2,-0.04,0.01,-0.49,6.27,11.9,-1.47,60.65704,-145.89151,88.7,87.5,50202.5,32101,0.4,31,24.9,0,0,20.547,20.284,29.571,25.1,0
1/19/2024,3:57:46 PM,0,SBO1,87.5,8.67,6.769,749.5,32188.8,31.81,1.25,0,49385.3,-0.06,0,-0.42,6.27,11.9,-1.29,60.65703,-145.89151,88.7,87.5,50201.6,32100,1.1,31,24.9,0,0,20.262,20.194,29.439,25.1,0
1/19/2024,3:57:48 PM,0,SBO1,87.5,8.66,6.769,749.8,32188,31.81,1.32,0,49384.7,0.02,0.03,-0.42,6.27,11.9,-1.28,60.65703,-145.89151,88.7,87.5,50201,32100,1.6,31,24.9,0,0,20.193,20.194,29.44,25.1,0
1/19/2024,3:57:48 PM,0,SBO1,87.4,8.66,6.768,750,32187.7,31.81,1.3,0,49384.7,0.19,0.07,-0.5,6.27,11.9,-1.51,60.65704,-145.89151,88.6,87.4,50201,32100,1.8,31,24.9,0,0,20.197,20.194,29.439,25.1,0
1/19/2024,3:57:50 PM,0,SBO1,87.4,8.66,6.768,750,32188.2,31.81,1.38,0,49385.6,0.1,0.05,-0.58,6.27,11.9,-1.72,60.65704,-145.89151,88.6,87.4,50201.9,32101,1.8,31,24.9,0,0,19.845,20.152,29.377,25.1,0
1/19/2024,3:57:51 PM,0,SBO1,87.4,8.66,6.768,750,32190.3,31.82,1.43,0,49389.4,-0.18,-0.03,-0.59,6.27,11.9,-1.75,60.65703,-145.89151,88.6,87.4,50205.7,32103,1.9,31,24.9,0,0,19.33,19.144,27.908,25.1,0
1/19/2024,3:57:53 PM,0,SBO1,87.4,8.65,6.768,749.7,32191.8,31.82,1.37,0,49391.6,0.06,0.04,-0.44,6.27,11.9,-1.34,60.65704,-145.8915,88.6,87.4,50207.9,32105,1.4,31,24.9,0,0,18.777,18.486,26.949,25.1,0
1/19/2024,3:57:54 PM,0,SBO1,87.4,8.65,6.769,750.1,32192.6,31.82,1.36,0,49391.5,-0.07,0,-0.65,6.27,11.9,-1.91,60.65703,-145.8915,88.5,87.4,50207.9,32104,1.4,31,24.9,0,0,18.299,18.286,26.658,25.1,0
1/19/2024,3:57:54 PM,0,SBO1,87.3,8.65,6.77,750,32191.6,31.82,1.32,0,49388,-0.11,-0.01,-0.53,6.27,11.9,-1.59,60.65703,-145.8915,88.5,87.3,50204.4,32102,1.3,31,24.9,0,0,18.158,18.172,26.492,25.1,0
1/19/2024,3:57:56 PM,0,SBO1,87.3,8.65,6.771,750.1,32188.4,31.81,1.34,0,49382.2,-0.09,0,-0.41,6.27,11.9,-1.24,60.65704,-145.8915,88.5,87.3,50198.5,32098,1.2,31,24.9,0,0,17.681,18.055,26.321,25.1,0
1/19/2024,3:57:57 PM,0,SBO1,87.3,8.64,6.771,750.1,32182.7,31.81,1.34,0,49373.3,-0.12,-0.01,-0.46,6.27,11.9,-1.4,60.65704,-145.89148,88.4,87.3,50189.5,32093,2,31,24.9,0,0,17.31,17.171,25.032,25.1,0
1/19/2024,3:57:57 PM,0,SBO1,87.2,8.64,6.77,749.9,32180.6,31.81,1.35,0,49371.8,-0.21,-0.03,-0.39,6.27,11.9,-1.2,60.65704,-145.89148,88.4,87.2,50187.9,32092,2.4,31,24.9,0,0,17.072,16.968,24.736,25,0
1/19/2024,3:57:59 PM,0,SBO1,87.3,8.64,6.768,750.1,32180.6,31.81,1.23,0,49374.5,-0.08,0,-0.45,6.27,11.9,-1.36,60.65704,-145.8915,88.4,87.3,50190.6,32093,2.6,31,24.9,0,0,16.747,16.494,24.044,25,0
1/19/2024,3:57:59 PM,0,SBO1,87.2,8.64,6.766,750.1,32182.6,31.81,1.22,0,49379.8,0.03,0.03,-0.53,6.27,11.9,-1.59,60.65704,-145.8915,88.4,87.2,50195.9,32097,2.8,31,24.9,0,0,16.155,16.092,23.459,25,0
1/19/2024,3:58:02 PM,0,SBO1,87.2,8.64,6.766,749.8,32186.6,31.82,1.24,0,49386,-0.03,0.01,-0.38,6.27,11.9,-1.17,60.65704,-145.8915,88.4,87.2,50202.2,32101,1.1,31,24.9,0,0,15.654,15.926,23.217,25.1,0
1/19/2024,3:58:05 PM,0,SBO1,87.2,8.64,6.769,750,32189.1,31.82,1.28,0,49385.7,-0.07,0,-0.31,6.27,11.9,-0.96,60.65703,-145.89148,88.4,87.2,50202,32101,1.9,31,24.9,0,0,14.686,14.415,21.014,25,0
1/19/2024,3:58:06 PM,0,SBO1,87.2,8.64,6.77,750.2,32195,31.82,1.36,0,49393.7,-0.09,0,-0.46,6.27,11.9,-1.4,60.65703,-145.89148,88.3,87.2,50210.1,32106,1.1,31,24.9,0,0,14.115,14.148,20.624,25,0
1/19/2024,3:58:07 PM,0,SBO1,87.2,8.64,6.772,749.8,32202.7,31.83,1.27,0,49402.3,-0.03,0.01,-0.64,6.27,11.9,-1.9,60.65703,-145.89148,88.4,87.2,50219,32111,1.3,31,25,0,0,13.922,13.961,20.352,25,0
1/19/2024,3:58:08 PM,0,SBO1,87.2,8.64,6.775,749.9,32206.8,31.83,1.18,0,49403.9,-0.24,-0.04,-0.66,6.27,11.9,-1.94,60.65703,-145.89148,88.4,87.2,50220.8,32113,1.7,31,25,0,0,13.665,13.876,20.228,25,0
1/19/2024,3:58:09 PM,0,SBO1,87.2,8.63,6.779,750.1,32209.2,31.83,1.32,0,49403,-0.33,-0.06,-0.52,6.27,11.9,-1.56,60.65703,-145.89146,88.3,87.2,50219.9,32112,2,31,25,0,0,13.078,12.905,18.814,25,0
1/19/2024,3:58:09 PM,0,SBO1,87.2,8.63,6.783,749.8,32211.3,31.83,1.34,0,49400,-0.15,-0.02,-0.42,6.27,11.9,-1.27,60.65704,-145.89146,88.4,87.2,50217,32110,2.3,31,25,0,0,12.912,12.856,18.742,25,0
1/19/2024,3:58:13 PM,0,SBO1,87.2,8.63,6.79,749.9,32210.7,31.82,1.35,0,49389.2,0,0.02,-0.5,6.27,11.9,-1.51,60.65704,-145.89146,88.3,87.2,50206.4,32103,1.1,31,24.9,0,0,11.747,11.806,17.211,25,0
1/19/2024,3:58:15 PM,0,SBO1,87.1,8.62,6.792,749.8,32209.4,31.82,1.35,0,49383.8,-0.13,-0.01,-0.36,6.27,11.9,-1.09,60.65704,-145.89148,88.3,87.1,50201,32100,2.7,31,24.9,0,0,10.876,10.617,15.477,25,0
1/19/2024,3:58:15 PM,0,SBO1,87.1,8.62,6.792,749.7,32209.5,31.82,1.42,0,49383.8,-0.07,0,-0.28,6.27,11.9,-0.9,60.65704,-145.89148,88.3,87.1,50201,32099,2.6,31,24.9,0,0,10.61,10.52,15.337,25,0
1/19/2024,3:58:18 PM,0,SBO1,87.1,8.62,6.792,749.8,32207,31.82,1.25,0,49379.5,-0.25,-0.04,-0.5,6.27,11.9,-1.5,60.65704,-145.89146,88.3,87.1,50196.7,32097,3.3,31,24.9,0,0,9.837,9.861,14.375,25,0
1/19/2024,3:58:18 PM,0,SBO1,87.1,8.62,6.792,749.9,32205.3,31.82,1.33,0,49377.1,-0.17,-0.02,-0.38,6.27,11.9,-1.15,60.65704,-145.89146,88.3,87.1,50194.2,32095,3.3,31,24.9,0,0,9.457,9.591,13.981,25,0
1/19/2024,3:58:19 PM,0,SBO1,87.1,8.62,6.793,749.8,32203.7,31.81,1.35,0,49374.1,0.01,0.02,-0.47,6.27,11.9,-1.41,60.65704,-145.89148,88.3,87.1,50191.1,32093,3.2,31,24.9,0,0,9.158,9.388,13.686,25,0
1/19/2024,3:58:21 PM,0,SBO1,87.1,8.62,6.792,749.8,32197.2,31.81,1.19,0,49364.5,-0.04,0.01,-0.46,6.27,11.9,-1.4,60.65704,-145.89146,88.2,87.1,50181.4,32087,3.2,31,24.9,0,0,8.302,8.022,11.694,25,0
1/19/2024,3:58:23 PM,0,SBO1,87.1,8.62,6.791,749.9,32188.1,31.8,1.24,0,49353.2,-0.01,0.02,-0.52,6.27,11.9,-1.56,60.65704,-145.89146,88.2,87.1,50169.8,32080,3.1,31,24.9,0,0,8.023,7.937,11.57,25,0
1/19/2024,3:58:24 PM,0,SBO1,87,8.62,6.788,749.9,32184.8,31.8,1.29,0,49351.8,-0.05,0.01,-0.45,6.27,11.9,-1.37,60.65704,-145.89146,88.2,87,50168.3,32079,3.1,31,24.9,0,0,7.81,7.597,11.074,25,0
1/19/2024,3:58:24 PM,0,SBO1,87,8.62,6.784,749.8,32181.2,31.8,1.2,0,49351.2,-0.07,0,-0.39,6.27,11.9,-1.18,60.65704,-145.89146,88.2,87,50167.6,32078,2.9,31,24.9,0,0,7.21,7.153,10.427,25,0
1/19/2024,3:58:26 PM,0,SBO1,87,8.62,6.781,749.9,32174.5,31.79,1.13,0,49346,-0.06,0,-0.47,6.27,11.9,-1.4,60.65704,-145.89146,88.2,87,50162.2,32075,2.1,31,24.9,0,0,6.979,7.034,10.254,25,0
1/19/2024,3:58:27 PM,0,SBO1,87,8.61,6.777,749.9,32170.7,31.79,1.29,0,49345.3,-0.14,-0.01,-0.38,6.27,11.9,-1.15,60.65704,-145.89146,88.2,87,50161.3,32074,1.8,31,24.9,0,0,6.697,6.94,10.117,25,0
1/19/2024,3:58:28 PM,0,SBO1,87,8.62,6.774,749.8,32169.1,31.79,1.21,0,49348.6,-0.22,-0.03,-0.43,6.27,11.9,-1.31,60.65704,-145.89146,88.2,87,50164.5,32077,1.8,31,24.9,0,0,6.223,6.045,8.812,25,0
1/19/2024,3:58:29 PM,0,SBO1,87,8.62,6.768,749.7,32169.7,31.8,1.32,0,49357.1,-0.11,-0.01,-0.39,6.27,11.9,-1.19,60.65704,-145.89146,88.2,87,50172.9,32082,0.8,31,24.9,0,0,5.677,5.458,7.957,25,0
1/19/2024,3:58:31 PM,0,SBO1,87,8.62,6.767,749.7,32169.4,31.8,1.38,0,49358.9,-0.11,-0.01,-0.45,6.27,11.9,-1.35,60.65704,-145.89148,88.2,87,50174.7,32083,0.9,31,24.9,0,0,5.212,5.13,7.479,25,0
1/19/2024,3:58:32 PM,0,SBO1,87,8.62,6.766,749.9,32168.4,31.8,1.25,0,49358.5,0.1,0.04,-0.43,6.27,11.9,-1.31,60.65704,-145.89148,88.2,87,50174.2,32083,0.9,31,24.9,0,0,5.02,5.024,7.324,25,0
1/19/2024,3:58:33 PM,0,SBO1,87,8.62,6.765,750.1,32168.4,31.8,1.22,0,49359.4,0.1,0.04,-0.4,6.27,11.9,-1.22,60.65704,-145.89148,88.1,87,50175.2,32084,0.5,31,24.9,0,0,4.947,4.978,7.256,25,0
1/19/2024,3:58:34 PM,0,SBO1,87,8.62,6.764,749.7,32165.1,31.8,1.25,0,49355.9,0.12,0.05,-0.28,6.27,11.9,-0.88,60.65704,-145.89148,88.2,87,50171.5,32081,0.7,31,24.9,0,0,4.262,4.125,6.013,25,0
1/19/2024,3:58:35 PM,0,SBO1,87,8.62,6.763,749.8,32164,31.8,1.32,0,49355.5,0.08,0.04,-0.28,6.27,11.9,-0.89,60.65704,-145.89148,88.2,87,50171.1,32081,0.8,31,24.9,0,0,4.211,4.204,6.129,25,0
1/19/2024,3:58:36 PM,0,SBO1,87,8.62,6.762,750,32162.7,31.8,1.28,0,49355.6,0.05,0.03,-0.46,6.27,11.9,-1.39,60.65704,-145.89148,88.2,87,50171.2,32081,0.1,31,24.9,0,0,4.183,4.18,6.093,25,0
1/19/2024,3:58:39 PM,0,SBO1,87,8.62,6.76,749.6,32162.4,31.8,1.08,0,49357.5,-0.19,-0.03,-0.56,6.27,11.9,-1.66,60.65704,-145.89148,88.2,87,50173,32082,0.4,31,24.9,0,0,3.912,4.087,5.958,25,0
1/19/2024,3:58:40 PM,0,SBO1,87,8.62,6.759,749.8,32153.5,31.79,1.22,0,49345.2,-0.22,-0.03,-0.48,6.27,11.9,-1.45,60.65704,-145.89148,88.2,87,50160.4,32074,1.2,31,24.9,0,0,3.442,3.208,4.676,24.9,0
1/19/2024,3:58:42 PM,0,SBO1,87,8.62,6.757,749.8,32136.4,31.78,1.33,0,49321.7,-0.09,0,-0.41,6.27,11.9,-1.23,60.65704,-145.89148,88.1,87,50136.5,32059,1.3,31,24.9,0,0,3.139,3.077,4.486,24.9,0
1/19/2024,3:58:42 PM,0,SBO1,86.9,8.61,6.752,750.1,32128.2,31.77,1.2,0,49316.9,-0.08,0,-0.52,6.27,11.9,-1.56,60.65704,-145.89148,88.1,86.9,50131.4,32056,0.4,31,24.9,0,0,3.109,3.098,4.517,24.9,0
1/19/2024,3:58:44 PM,0,SBO1,86.9,8.61,6.746,750.1,32126,31.77,1.13,0,49321.8,-0.05,0.01,-0.57,6.27,11.9,-1.7,60.65703,-145.89148,88.1,86.9,50136.2,32059,-0.2,31,24.9,0,0,2.806,2.708,3.947,24.9,0
1/19/2024,3:58:45 PM,0,SBO1,86.9,8.61,6.741,749.8,32118.9,31.77,1.2,0,49319.3,-0.02,0.01,-0.57,6.27,11.9,-1.7,60.65703,-145.89148,88.1,86.9,50133.4,32058,-0.6,31,24.9,0,0,2.434,2.511,3.66,24.9,0
1/19/2024,3:58:45 PM,0,SBO1,86.9,8.62,6.734,750.1,32111.1,31.77,1.17,0,49314.9,0.03,0.03,-0.58,6.27,11.9,-1.72,60.65702,-145.89148,88.1,86.9,50128.8,32055,-0.7,31,24.9,0,0,1.955,2.289,3.337,24.9,0
1/19/2024,3:58:46 PM,0,SBO1,86.9,8.61,6.727,749.9,32079.7,31.74,1.29,0,49279.1,-0.01,0.02,-0.61,6.27,11.9,-1.8,60.65703,-145.89148,88,86.9,50092,32031,-0.5,31,24.9,0,0,1.686,2.061,3.005,24.9,0
1/19/2024,3:58:47 PM,0,SBO1,86.7,8.6,6.714,750,32048.1,31.72,1.34,0,49246.3,-0.08,0,-0.64,6.27,11.9,-1.89,60.65703,-145.89148,87.9,86.7,50058.2,32010,-0.3,31,24.9,0,0,1.647,1.927,2.808,24.9,0
1/19/2024,3:58:48 PM,0,SBO1,86.8,8.61,6.7,749.8,32035.6,31.72,1.26,0,49250.5,-0.03,0.01,-0.6,6.27,11.9,-1.78,60.65703,-145.89148,88,86.8,50061.8,32013,-0.2,31,24.9,0,0,1.634,1.855,2.704,24.9,0
1/19/2024,3:58:50 PM,0,SBO1,86.8,8.62,6.688,749.9,32032.2,31.73,1.17,0,49259.8,-0.09,0,-0.43,6.27,11.9,-1.31,60.65702,-145.89148,88,86.8,50070.9,32019,-1.4,31,24.9,0,0,1.439,1.799,2.623,24.9,0
1/19/2024,3:58:51 PM,0,SBO1,86,8.54,6.669,749.8,31626.3,31.3,1.33,0,48664.6,-0.1,0,-0.4,6.27,11.9,-1.23,60.65702,-145.89148,87.2,86,49465,31632,-1.2,32,24.5,0,0,0.848,0.595,0.868,24.6,0
1/19/2024,3:58:51 PM,0,SBO1,84.6,8.42,6.531,750,31028.1,30.75,1.39,0,47901,-0.05,0.01,-0.5,6.27,11.9,-1.5,60.65702,-145.89148,85.7,84.6,48684.4,31136,-1.1,32,24.1,0,0,0.765,0.786,1.145,24.1,0
1/19/2024,3:58:53 PM,0,SBO1,84.2,8.45,6.301,749.8,30815.8,30.74,1.36,0,47936.6,-0.09,0,-0.51,6.27,11.9,-1.52,60.65703,-145.89148,85.3,84.2,48709.5,31159,-0.7,32,24.2,0,0,0.773,0.779,1.135,24.2,0
1/19/2024,3:58:53 PM,0,SBO1,84.5,8.52,6.075,750.2,30845.3,30.96,1.33,0,48275.9,-0.14,-0.01,-0.4,6.27,11.9,-1.22,60.65703,-145.89148,85.6,84.5,49044.7,31379,-0.6,32,24.4,0,0,0.782,0.786,1.145,24.4,0
1/19/2024,3:58:55 PM,0,SBO1,85,8.61,5.956,749.9,30871.5,31.11,1.35,0,48504,-0.15,-0.02,-0.38,6.27,11.9,-1.16,60.65703,-145.89148,86.2,85,49270.1,31528,-0.6,32,24.5,0,0,0.784,0.785,1.144,24.5,0
1/19/2024,3:58:55 PM,0,SBO1,85.4,8.66,5.884,750.2,30871.2,31.19,1.39,0,48624.8,-0.07,0,-0.35,6.27,11.9,-1.07,60.65703,-145.89148,86.5,85.4,49388.6,31606,-0.5,32,24.6,0,0,0.784,0.783,1.141,24.6,0
1/19/2024,3:58:58 PM,0,SBO1,85.8,8.73,5.759,749.8,30825.9,31.25,1.23,0,48736.2,-0.05,0.01,-0.55,6.27,11.9,-1.64,60.65703,-145.89148,87,85.8,49495.1,31679,-0.4,32,24.6,0,0,0.788,0.786,1.145,24.6,0
1/19/2024,3:58:58 PM,0,SBO1,86,8.75,5.723,750.1,30838.9,31.29,1.28,0,48805.3,-0.02,0.02,-0.57,6.27,11.9,-1.7,60.65703,-145.89148,87.1,86,49563.5,31723,-1.7,32,24.7,0,0,0.792,0.787,1.147,24.7,0
