Date (MM/DD/YYYY),Time (hh:mm:ss tt),Time (Fract. Sec),Site Name,DO ( % Sat ),DO ( mg/L ),Temp ( °C ),Barometer,Cond ( µS/cm ),Sal ( psu ),Turbidity ( FNU ),TSS ( mg/L ),Sp Cond ( µS/cm ),Chlorophyll ( µg/L ),Chlorophyll ( RFU ),Phycoerythrin ( RFU ),Battery Power ( voltage ),Cable Power ( voltage ),Phycoerythrin ( µg/L ),GPS Latitude ( ° ),GPS Longitude ( ° ),DO ( % LocalB ),DO ( % CB ),nLFCond ( µS/cm ),TDS ( mg/L ),Altitude ( m ),Resistivity ( ohms-cm ),Water Density ( Sigma-T ),Chlorophyll ( cells/mL ),Phycoerythrin ( cells/mL ),Vertical Position ( m ),Depth ( m ),Absolute Pressure ( psi a ),Water Density ( Sigma ),Fault Code
10/22/23,12:40:47 PM,0,ROK1,96.6,11.33,8.411,,0.7,0,2.89,0,1,0.01,0.06,-0.67,5.95,0,-4.25,,,,100.8,1,1,,1437923,,0,0,0.458,0.461,0.656,,0
10/22/23,12:40:48 PM,0,ROK1,96.6,11.33,8.412,,0.7,0,3.1,0,1.1,0.13,0.09,-0.55,5.95,0,-3.92,,,,100.9,1.1,1,,1391914,,0,0,0.462,0.462,0.656,,0
10/22/23,12:40:49 PM,0,ROK1,96.6,11.33,8.412,,0.8,0,3.45,0,1.1,0.26,0.13,-0.44,5.95,0,-3.62,,,,100.9,1.2,1,,1281712,,0,0,0.468,0.462,0.657,,0
10/22/23,12:40:50 PM,0,ROK1,96.7,11.34,8.412,,0.8,0,4.45,0,1.2,0.16,0.1,-0.5,5.95,0,-3.78,,,,100.9,1.2,1,,1260314,,0,0,0.464,0.463,0.658,,0
10/22/23,12:40:51 PM,0,ROK1,96.7,11.34,8.414,,0.8,0,5.37,0,1.2,0.17,0.1,-0.61,5.95,0,-4.08,,,,101,1.2,1,,1260323,,0,0,0.459,0.462,0.656,,0
10/22/23,12:40:52 PM,0,ROK1,96.8,11.35,8.419,,0.8,0,4.24,0,1.2,0.12,0.09,-0.73,5.95,0,-4.43,,,,101,1.2,1,,1251472,,0,0,0.464,0.462,0.657,,0
10/22/23,12:40:53 PM,0,ROK1,96.8,11.35,8.425,,0.8,0,3.19,0,1.2,0.06,0.08,-0.6,5.95,0,-4.05,,,,101.1,1.2,1,,1240394,,0,0,0.468,0.462,0.658,,0
10/22/23,12:40:54 PM,0,ROK1,96.9,11.35,8.435,,0.8,0,3.16,0,1.2,0.03,0.07,-0.61,5.95,0,-4.08,,,,101.1,1.2,1,,1234172,,0,0,0.46,0.461,0.656,,0
10/22/23,12:40:55 PM,0,ROK1,96.9,11.35,8.442,,0.8,0,2.97,0,1.2,-0.11,0.03,-0.68,5.95,0,-4.27,,,,101.1,1.2,1,,1231046,,0,0,0.458,0.462,0.657,,0
10/22/23,12:40:56 PM,0,ROK1,96.9,11.36,8.448,,0.8,0,3.12,0,1.2,0.03,0.07,-0.61,5.95,0,-4.08,,,,101.2,1.2,1,,1234144,,0,0,0.464,0.462,0.657,,0
10/22/23,12:40:57 PM,0,ROK1,97,11.36,8.454,,0.8,0,3.31,0,1.2,0.03,0.07,-0.57,5.95,0,-3.98,,,,101.2,1.2,1,,1261113,,0,0,0.467,0.463,0.658,,0
10/22/23,12:40:58 PM,0,ROK1,97,11.36,8.458,,0.8,0,3.09,0,1.1,-0.16,0.02,-0.61,5.98,0,-4.09,,,,101.2,1.2,1,,1284240,,0,0,0.461,0.461,0.655,,0
10/22/23,12:40:59 PM,0,ROK1,97,11.36,8.462,,0.8,0,3.01,0,1.1,-0.16,0.02,-0.71,5.98,0,-4.37,,,,101.3,1.1,1,,1299598,,0,0,0.457,0.461,0.656,,0
10/22/23,12:41:00 PM,0,ROK1,97.1,11.37,8.464,,0.8,0,2.92,0,1.1,-0.12,0.03,-0.7,5.98,0,-4.34,,,,101.4,1.1,1,,1318794,,0,0,0.464,0.462,0.657,,0
10/22/23,12:41:01 PM,0,ROK1,97.2,11.38,8.466,,0.8,0,2.95,0,1.1,-0.12,0.03,-0.67,5.98,0,-4.25,,,,101.4,1.1,1,,1329506,,0,0,0.467,0.462,0.657,,0
10/22/23,12:41:02 PM,0,ROK1,97.2,11.39,8.468,,0.8,0,3.03,0,1.1,-0.17,0.02,-0.74,5.98,0,-4.44,,,,101.5,1.1,1,,1325956,,0,0,0.461,0.461,0.656,,0
10/22/23,12:41:03 PM,0,ROK1,97.2,11.39,8.47,,0.8,0,3.02,0,1.1,-0.19,0.01,-0.71,5.98,0,-4.37,,,,101.5,1.1,1,,1328698,,0,0,0.461,0.461,0.656,,0
10/22/23,12:41:04 PM,0,ROK1,97.3,11.39,8.471,,0.7,0,2.97,0,1.1,-0.14,0.03,-0.58,5.98,0,-3.99,,,,101.6,1.1,1,,1343294,,0,0,0.464,0.461,0.656,,0
10/22/23,12:41:05 PM,0,ROK1,97.3,11.39,8.472,,0.7,0,3.07,0,1.1,-0.23,0,-0.54,5.98,0,-3.89,,,,101.6,1.1,1,,1352535,,0,0,0.462,0.462,0.657,,0
10/22/23,12:41:06 PM,0,ROK1,97.4,11.4,8.473,,0.7,0,3.16,0,1.1,-0.29,-0.01,-0.56,5.98,0,-3.95,,,,101.6,1.1,1,,1360023,,0,0,0.465,0.461,0.656,,0
10/22/23,12:41:07 PM,0,ROK1,97.4,11.4,8.473,,0.7,0,3.2,0,1.1,-0.19,0.01,-0.63,5.98,0,-4.16,,,,101.7,1.1,1,,1363846,,0,0,0.461,0.461,0.656,,0
10/22/23,12:41:08 PM,0,ROK1,97.4,11.4,8.473,,0.7,0,3.08,0,1.1,-0.16,0.02,-0.71,5.99,0,-4.35,,,,101.7,1.1,1,,1364800,,0,0,0.464,0.462,0.657,,0
10/22/23,12:41:09 PM,0,ROK1,97.4,11.4,8.474,,0.7,0,2.91,0,1.1,-0.1,0.04,-0.67,5.99,0,-4.24,,,,101.7,1.1,1,,1375306,,0,0,0.468,0.462,0.657,,0
10/22/23,12:41:10 PM,0,ROK1,97.5,11.41,8.474,,0.7,0,2.91,0,1.1,-0.1,0.04,-0.55,5.99,0,-3.91,,,,101.8,1.1,1,,1376267,,0,0,0.467,0.462,0.657,,0
10/22/23,12:41:11 PM,0,ROK1,97.5,11.41,8.474,,0.7,0,3.08,0,1.1,-0.28,-0.01,-0.52,5.99,0,-3.84,,,,101.8,1.1,1,,1373405,,0,0,0.462,0.461,0.656,,0
10/22/23,12:41:12 PM,0,ROK1,97.5,11.42,8.474,,0.7,0,3.36,0,1.1,-0.27,-0.01,-0.65,5.99,0,-4.21,,,,101.8,1.1,1,,1388987,,0,0,0.46,0.461,0.656,,0
10/22/23,12:41:13 PM,0,ROK1,97.5,11.42,8.474,,0.7,0,3.33,0,1,-0.23,0,-0.77,5.99,0,-4.53,,,,101.8,1.1,1,,1400872,,0,0,0.461,0.461,0.656,,0
10/22/23,12:41:14 PM,0,ROK1,97.6,11.42,8.476,,0.7,0,3.33,0,1,-0.29,-0.01,-0.67,5.99,0,-4.27,,,,101.8,1.1,1,,1403859,,0,0,0.466,0.461,0.656,,0
10/22/23,12:41:15 PM,0,ROK1,97.6,11.42,8.476,,0.7,0,3.35,0,1,-0.26,0,-0.6,5.99,0,-4.07,,,,101.9,1.1,1,,1403892,,0,0,0.462,0.462,0.657,,0
10/22/23,12:41:16 PM,0,ROK1,97.6,11.42,8.476,,0.7,0,3.28,0,1,-0.19,0.01,-0.59,5.99,0,-4.04,,,,101.9,1,1,,1419110,,0,0,0.461,0.462,0.657,,0
10/22/23,12:41:17 PM,0,ROK1,97.6,11.42,8.476,,0.7,0,3.27,0,1,-0.07,0.04,-0.67,5.99,0,-4.26,,,,101.9,1,1,,1420153,,0,0,0.461,0.462,0.656,,0
10/22/23,12:41:18 PM,0,ROK1,97.6,11.42,8.476,,0.7,0,3.38,0,1,-0.04,0.05,-0.6,5.99,0,-4.07,,,,101.9,1,1,,1422239,,0,0,0.465,0.461,0.656,,0
10/22/23,12:41:19 PM,0,ROK1,97.6,11.43,8.476,,0.7,0,3.39,0,1,-0.15,0.02,-0.66,5.99,0,-4.22,,,,101.9,1,1,,1432633,,0,0,0.461,0.461,0.656,,0
10/22/23,12:41:20 PM,0,ROK1,97.7,11.43,8.478,,0.7,0,3.19,0,1,-0.15,0.02,-0.61,5.99,0,-4.08,,,,101.9,1,1,,1452776,,0,0,0.462,0.462,0.656,,0
10/22/23,12:41:21 PM,0,ROK1,97.6,11.43,8.478,,0.7,0,3.05,0,1,0.01,0.07,-0.55,5.99,0,-3.92,,,,101.9,1,1,,1461397,,0,0,0.461,0.462,0.656,,0
10/22/23,12:41:22 PM,0,ROK1,97.7,11.43,8.478,,0.7,0,3.02,0,1,0.01,0.06,-0.68,5.99,0,-4.3,,,,102,1,1,,1459298,,0,0,0.465,0.461,0.655,,0
10/22/23,12:41:23 PM,0,ROK1,97.7,11.44,8.478,,0.7,0,3.06,0,1,-0.14,0.03,-0.81,5.99,0,-4.64,,,,102,1,1,,1452839,,0,0,0.462,0.461,0.656,,0
10/22/23,12:41:24 PM,0,ROK1,97.7,11.44,8.478,,0.7,0,3.17,0,1,-0.23,0,-0.74,5.99,0,-4.44,,,,102,1,1,,1459312,,0,0,0.461,0.462,0.657,,0
10/22/23,12:41:25 PM,0,ROK1,97.7,11.44,8.478,,0.7,0,3.1,0,1,-0.17,0.02,-0.66,5.99,0,-4.24,,,,102,1,1,,1463662,,0,0,0.464,0.462,0.658,,0
10/22/23,12:41:26 PM,0,ROK1,97.7,11.44,8.479,,0.7,0,3.01,0,1,0.04,0.07,-0.66,5.99,0,-4.23,,,,102,1,1,,1471337,,0,0,0.466,0.462,0.657,,0
10/22/23,12:41:27 PM,0,ROK1,97.8,11.44,8.479,,0.7,0,3.04,0,1,0.14,0.1,-0.62,5.99,0,-4.13,,,,102,1,1,,1475755,,0,0,0.46,0.46,0.655,,0
10/22/23,12:41:29 PM,0,ROK1,97.8,11.45,8.48,,0.7,0,2.94,0,1,-0.24,0,-0.64,5.97,0,-4.18,,,,102.1,1,1,,1472462,,0,0,0.462,0.462,0.657,,0
10/22/23,12:41:30 PM,0,ROK1,97.8,11.45,8.48,,0.7,0,2.8,0,1,-0.19,0.01,-0.65,5.97,0,-4.21,,,,102.1,1,1,,1470247,,0,0,0.467,0.462,0.657,,0
10/22/23,12:41:31 PM,0,ROK1,97.9,11.46,8.481,,0.7,0,2.77,0,1,-0.07,0.04,-0.53,5.97,0,-3.87,,,,102.2,1,1,,1471372,,0,0,0.461,0.461,0.656,,0
10/22/23,12:41:32 PM,0,ROK1,97.9,11.46,8.481,,0.7,0,2.83,0,1,-0.03,0.05,-0.57,5.97,0,-3.98,,,,102.2,1,1,,1488074,,0,0,0.458,0.461,0.656,,0
10/22/23,12:41:33 PM,0,ROK1,97.9,11.46,8.481,,0.7,0,2.8,0,1,0.06,0.08,-0.67,5.97,0,-4.27,,,,102.2,1,1,,1481363,,0,0,0.463,0.462,0.657,,0
10/22/23,12:41:34 PM,0,ROK1,97.9,11.46,8.481,,0.7,0,2.84,0,1,-0.02,0.06,-0.71,5.97,0,-4.37,,,,102.2,1,1,,1473589,,0,0,0.466,0.462,0.657,,0
10/22/23,12:41:35 PM,0,ROK1,98,11.47,8.481,,0.7,0,2.86,0,1,-0.16,0.02,-0.58,5.97,0,-3.99,,,,102.3,1,1,,1482494,,0,0,0.46,0.461,0.655,,0
10/22/23,12:41:36 PM,0,ROK1,98,11.47,8.481,,0.7,0,2.68,0,1,-0.02,0.06,-0.45,5.97,0,-3.65,,,,102.3,1,1,,1494885,,0,0,0.457,0.461,0.655,,0
10/22/23,12:41:37 PM,0,ROK1,98,11.47,8.481,,0.7,0,2.61,0,1,0.02,0.07,-0.52,5.97,0,-3.85,,,,102.3,1,1,,1498305,,0,0,0.463,0.461,0.656,,0
10/22/23,12:41:38 PM,0,ROK1,98,11.47,8.481,,0.7,0,2.66,0,1,0,0.06,-0.6,5.97,0,-4.06,,,,102.3,1,1,,1498340,,0,0,0.467,0.462,0.657,,0
10/22/23,12:41:39 PM,0,ROK1,98,11.47,8.482,,0.7,0,2.7,0,1,-0.18,0.02,-0.72,5.96,0,-4.39,,,,102.3,1,1,,1508703,,0,0,0.461,0.461,0.656,,0
10/22/23,12:41:40 PM,0,ROK1,98,11.48,8.483,,0.7,0,2.67,0,1,-0.26,0,-0.74,5.96,0,-4.45,,,,102.3,1,1,,1526307,,0,0,0.461,0.461,0.656,,0
10/22/23,12:41:41 PM,0,ROK1,98.1,11.48,8.482,,0.7,0,2.55,0,1,-0.13,0.03,-0.69,5.96,0,-4.31,,,,102.4,1,1,,1531110,,0,0,0.464,0.462,0.656,,0
10/22/23,12:41:42 PM,0,ROK1,98.1,11.48,8.483,,0.7,0,2.56,0,1,-0.02,0.06,-0.74,5.96,0,-4.46,,,,102.4,1,1,,1526373,,0,0,0.461,0.462,0.656,,0
10/22/23,12:41:43 PM,0,ROK1,98.1,11.49,8.483,,0.7,0,2.62,0,1,-0.12,0.03,-0.83,5.96,0,-4.7,,,,102.4,1,1,,1526383,,0,0,0.46,0.461,0.655,,0
10/22/23,12:41:44 PM,0,ROK1,98.1,11.49,8.484,,0.7,0,2.65,0,1,-0.39,-0.04,-0.83,5.96,0,-4.69,,,,102.4,1,1,,1532342,,0,0,0.461,0.461,0.656,,0
10/22/23,12:41:45 PM,0,ROK1,98.1,11.49,8.484,,0.6,0,2.68,0,0.9,-0.23,0,-0.64,5.96,0,-4.17,,,,102.4,1,1,,1557850,,0,0,0.461,0.461,0.655,,0
10/22/23,12:41:46 PM,0,ROK1,98.1,11.49,8.482,,0.6,0,2.6,0,0.9,-0.04,0.05,-0.56,5.96,0,-3.95,,,,102.4,0.9,1,,1565287,,0,0,0.461,0.461,0.655,,0
10/22/23,12:41:47 PM,0,ROK1,98.1,11.49,8.483,,0.6,0,2.58,0,0.9,-0.07,0.05,-0.6,5.96,0,-4.05,,,,102.4,1,1,,1539550,,0,0,0.459,0.461,0.655,,0
10/22/23,12:41:48 PM,0,ROK1,98.1,11.49,8.483,,0.7,0,2.67,0,1,-0.16,0.02,-0.67,5.96,0,-4.25,,,,102.5,1,1,,1514656,,0,0,0.456,0.461,0.656,,0
10/22/23,12:41:49 PM,0,ROK1,98.2,11.49,8.483,,0.7,0,2.78,0,1,-0.14,0.03,-0.7,5.96,0,-4.34,,,,102.5,1,1,,1520492,,0,0,0.459,0.461,0.656,,0
10/22/23,12:41:50 PM,0,ROK1,98.2,11.5,8.482,,0.6,0,2.68,0,0.9,-0.02,0.06,-0.64,5.96,0,-4.18,,,,102.5,1,1,,1541979,,0,0,0.465,0.461,0.655,,0
10/22/23,12:41:51 PM,0,ROK1,98.2,11.5,8.482,,0.6,0,2.54,0,0.9,-0.12,0.03,-0.71,5.96,0,-4.37,,,,102.5,1,1,,1545628,,0,0,0.467,0.462,0.656,,0
10/22/23,12:41:52 PM,0,ROK1,98.2,11.5,8.483,,0.6,0,2.5,0,0.9,-0.2,0.01,-0.89,5.96,0,-4.87,,,,102.5,1,1,,1556602,,0,0,0.458,0.462,0.657,,0
10/22/23,12:41:53 PM,0,ROK1,98.2,11.5,8.482,,0.6,0,2.42,0,0.9,-0.23,0,-0.91,5.96,0,-4.92,,,,102.5,1,1,,1559058,,0,0,0.46,0.461,0.656,,0
10/22/23,12:41:54 PM,0,ROK1,98.2,11.5,8.482,,0.7,0,2.43,0,1,-0.2,0.01,-0.83,5.96,0,-4.7,,,,102.6,1,1,,1535935,,0,0,0.461,0.462,0.657,,0
10/22/23,12:41:55 PM,0,ROK1,98.3,11.5,8.482,,0.7,0,2.42,0,1,-0.17,0.02,-0.77,5.96,0,-4.52,,,,102.6,1,1,,1535919,,0,0,0.466,0.462,0.657,,0
10/22/23,12:41:56 PM,0,ROK1,98.3,11.5,8.483,,0.6,0,2.31,0,0.9,-0.18,0.02,-0.67,5.96,0,-4.26,,,,102.6,1,1,,1549222,,0,0,0.462,0.462,0.657,,0
10/22/23,12:41:57 PM,0,ROK1,98.3,11.51,8.483,,0.6,0,2.39,0,0.9,-0.29,-0.01,-0.69,5.96,0,-4.32,,,,102.6,1,1,,1543178,,0,0,0.46,0.461,0.655,,0
10/22/23,12:41:58 PM,0,ROK1,98.3,11.51,8.483,,0.7,0,2.44,0,1,-0.36,-0.03,-0.66,5.96,0,-4.24,,,,102.6,1,1,,1527568,,0,0,0.461,0.461,0.656,,0
10/22/23,12:41:59 PM,0,ROK1,98.3,11.51,8.483,,0.7,0,2.39,0,1,-0.21,0.01,-0.55,5.96,0,-3.91,,,,102.6,1,1,,1515777,,0,0,0.466,0.461,0.655,,0
10/22/23,12:42:00 PM,0,ROK1,98.3,11.51,8.483,,0.6,0,2.44,0,0.9,-0.08,0.04,-0.64,5.96,0,-4.17,,,,102.6,1,1,,1539530,,0,0,0.46,0.46,0.654,,0
10/22/23,12:42:01 PM,0,ROK1,98.3,11.51,8.484,,0.6,0,2.38,0,0.9,-0.19,0.01,-0.84,5.96,0,-4.73,,,,102.7,1,1,,1548018,,0,0,0.458,0.46,0.654,,0
10/22/23,12:42:02 PM,0,ROK1,98.4,11.51,8.485,,0.7,0,2.38,0,1,-0.29,-0.01,-0.87,5.96,0,-4.83,,,,102.7,1,1,,1527522,,0,0,0.46,0.461,0.655,,0
10/22/23,12:42:03 PM,0,ROK1,98.4,11.52,8.485,,0.7,0,2.44,0,1,-0.09,0.04,-0.69,5.96,0,-4.32,,,,102.7,1,1,,1521616,,0,0,0.466,0.461,0.656,,0
10/22/23,12:42:04 PM,0,ROK1,98.4,11.52,8.487,,0.7,0,2.44,0,1,-0.01,0.06,-0.64,5.96,0,-4.18,,,,102.7,1,1,,1529938,,0,0,0.46,0.461,0.655,,0
10/22/23,12:42:05 PM,0,ROK1,98.4,11.52,8.488,,0.7,0,2.4,0,1,-0.08,0.04,-0.81,5.96,0,-4.65,,,,102.7,1,1,,1535904,,0,0,0.458,0.461,0.655,,0
10/22/23,12:42:06 PM,0,ROK1,98.4,11.52,8.489,,0.7,0,2.4,0,1,-0.19,0.02,-0.82,5.96,0,-4.69,,,,102.7,1,1,,1523989,,0,0,0.462,0.461,0.655,,0
10/22/23,12:42:07 PM,0,ROK1,98.4,11.52,8.49,,0.7,0,2.43,0,1,-0.35,-0.03,-0.68,5.96,0,-4.28,,,,102.7,1,1,,1521662,,0,0,0.467,0.462,0.657,,0
10/22/23,12:42:08 PM,0,ROK1,98.4,11.52,8.492,,0.7,0,2.49,0,1,-0.29,-0.01,-0.52,5.96,0,-3.84,,,,102.8,1,1,,1529964,,0,0,0.462,0.462,0.656,,0
10/22/23,12:42:09 PM,0,ROK1,98.4,11.52,8.492,,0.6,0,2.55,0,0.9,-0.2,0.01,-0.62,5.96,0,-4.11,,,,102.8,1,1,,1543192,,0,0,0.457,0.461,0.655,,0
10/22/23,12:42:10 PM,0,ROK1,98.4,11.52,8.492,,0.6,0,2.58,0,0.9,-0.31,-0.01,-0.78,5.96,0,-4.56,,,,102.8,1,1,,1548080,,0,0,0.463,0.461,0.656,,0
